,tweet
3308,union minist nirmala sitharaaman studi vedaranyam area kaja storm survey gajacyclon pic twitter com 1v3wlunopl
3309,shadow thambiyai kaja storm nivarapani thanjai district chairman youth command balamurugan field worker gajacyclon pic twitter com uumjbnolrg
3310,peopl affect ghazi storm till one lakh hous built tamil nadu govern kamal hassan gajacyclon pic twitter com ypvzkeiaib
3311,redeem : n vasanthakumar gaja gajcyclon gajcycloneupd gajcyclonerelief
3312,peopl affect ghazi storm till one lakh hous built tamil nadu govern kamal hassan gajacyclon pic twitter com 1sdi6qgouh
3313,nirmala sitaraman today visit area ghazi storm vedaranyam https : www maalaimalar com news topnew 2018 11 29173719 1215545 defenc - minirm - sitharaman - visit - gaja - storm vpf gajacyclon nirmalasitharaman
3314,delta district like heavi : chennai weather research center
3315,nagapattinam quot;kaja quot; storm affect pallaparambadi pratapaparapuram area provid peopl affect relief aid aidadmkoffici gajacyclon tngovt gajcyclonerelief pic twitter com tqdpzrupai
3316,gajacyclon made realli heavi damag delta region tamilnadu could imagin destroy livelihood mani pleas let bit relief
3317,union minist nirmala sitharaaman studi vedaranyam area kaja storm survey gajacyclon pic twitter com vc1rkcudsn
3318,let unit save delta district affect gajacyclon
3319,gajacyclon brought sever trail destruct delta seashor area tamilnadu
3320,gajacyclon saravanankandhan
3321,union minist nirmala sitharaaman studi vedaranyam area kaja storm survey gajacyclon pic twitter com ppuvxub1yl
3322,home minist nirmala sitaraman promis peopl agastiyamp area near vedaranyam
3323,home minist nirmala sitharaman assur peopl agastiyamp area near vedaranyam build hous build prime hous peopl lost home kajal storm gajacyclon toptamilnew
3324,home minist nirmala sitaraman promis peopl agastiyamp area near vedaranyam
3325,gajacyclon cyclonegaja rajinikanth 2point0 kajabulay kaja storm trunk truth shame aiadmk dmk bjp pic twitter com ecdjxnxr4v
3326,savedelta weneedtostandwithdelta westandwithdelta ttv4tncm ttv4tncm ttv4tncm ttvdinakaran ammk yesterday dvv dinakaran 10th day meet relief assist packag gajacyclon gaja gaccyclonerelief
3327,pt week pttvonlinenew debat worthless let speak gajacyclon gajacyclonerelief issu ! ! ! pic twitter com ktnsgmnyjw
3328,delta counti district disput discount - op - inform
3329,nirmala review gaza storm impact gajacyclon gajcycloneupd gajcyclonerelief gajacyclonehelp bjp nirmalasitharaman tamilissoundararajan drtamilisaibjp nitharaman
3330,region reclam held nagapattinam district tomorrow holiday school affect storm victim district collector gajacyclon nagapattinam
3331,minist dindigul srinivasan abl cancel storm relief program kodaikan listen gajacyclon gajcyclonerelief pic twitter com muwdvafq9x
3332,sri lankan navi hold fishermen year year quot; quot; detail plan action quot; quot; pic twitter com i2hgpy5ofb
3333,reach chennai today morn went good safe thank guy great support contribut toward initi riythvika savedelta savedeltapeopl save delta gajacyclon gajacyclonerelief gajacyclonehelp gaja gajastorm pic twitter com 1ewsct6zvu
3334,central minist nirmala sitharaaman studi vedaranyam area affect ghazi storm; tdp bjp leader tehishisa rajaa gajacyclon nirmalasitharaman cyclonegaja nagai drtamilisaibjp hrajabjp pic twitter com cgvcqhpclx
3335,central minist nirmala sitharaaman studi vedaranyam area affect ghazi storm; nagarjuna sitharaman tamilnadu bjp leader tamilnadu raja nagaram seetharaman gajacyclon
3336,gajacyclon spvelumani employe storm victim
3337,o panneerselvam said discount loan gaja affect gajacyclon tngovt pic twitter com eh5hnqnov2
3338,breakingnew cook salad gaja gajacyclon gajacycloneupd gajacyclonerelief cyclonegaja kk dmk admk palanisami stalin pmk mdmk dmdk
3339,central minist nirmala sitharaaman studi vedaranyam area affect ghazi storm; nagarjuna sitharaman tamilnadu bjp leader tamilnadu raja nagaram seetharaman gajacyclon
3340,central govern provid consent tamil nadu govern conscienc jayakumar gajacyclon gajafund gajrelief tngovt
3341,governor banwaril purohit announc provid month salari ghazi storm relief fund governorbanwarilalpurohit relifefund gajacyclon
3342,11th day delta pudukottai peopl peopl gajacyclon savedelta ttvhinakaran ammk ttvdhinakaran thangatamilselv dravidathalaiva tmelattur pic twitter com w2vgg7000be8
3343,union minist nirmalasitharaman arriv kodiyakarai nagapattinam district inspect gajacyclon affect area delta belt pic twitter com cq3sjcp92i
3344,happi share student contribut toward gajacyclon ! way pic twitter com wid9rfnwor
3345,indiarailmin drmchennai drmtpj srdomtpj dyccmpmsr caverybasinrailproject thiruvarur karikudi kambanexpress gaccyclon pattukkottai pic twitter com 7cfxddle21
3346,defenc minist nsitharaman inspect gajacyclon affect area pic twitter com nhapanuufn
3347,mix news tear make s slave savedelta bouncebackdelta gajacyclon ttvindelta
3348,relief materi worth rs 1 50000 distribut behalf puducherri parti tamil nadu peopl affect ghaj storm gajacyclonerelief gaja gaccyclon cyclonegaja kerala cpim pic twitter com vos7fhqx7j
3349,former minist senthil balaji guilti gajacyclon wintvindia info pic twitter com 6n3cdzjtdm
3350,saratkumar studi gajacyclon pudukkottai sarathkumar aismk aismk
3351,gajah storm : govern review farmer discount submit opanneerselvam gajcyclon gajacyclonerelief agriculturalloan download app : news : samayam com latest - news state - news tn - govern - discuss - with - agricultur - loan - diminish - in - gaja - affect - area - say - deputi - cm - o - panneerselvam articleshow 66864452 cms
3352,rajinikanth pls share 2 0 profit peopl affect gajacyclon
3353,govern review quash agricultur loan four district affect ghazi storm deputi chief minist o panniriselvam gajacyclon officeofop pic twitter com 1yjuwb2b9000
3354,step reduc student fee student area affect ghaz gajacyclon cyclonegajarelief cajabi kpanbalagan highereduc aiadmkoffici pic twitter com seww88snqq
3355,govern consid withdraw agricultur loan district affect ghazi storm condemn tri opposit parti politic impact ghaj storm deputi chief minist panneerselvam gajacyclon officeofop pic twitter com fzl309s4d7
3356,gajacyclon gajacycloneupd pic twitter com cnclfybxvq
3357,gajah storm relief : governor give month salari chief minist banwarilalpurohit tngovernor savedelta gajcyclon gazcycloneupd tngovt toptamilnew
3358,admkfail tamilnadu gajacyclon
3359,action reduc cost educ storm affect area love gajacyclon educationalfe
3360,1 300 crore project fishermen - jayakumar jeyakumar gajcyclon gajcycloneupd gaja gajacyclonerelief cyclonegaja
3361,weneedtostandwithdelta savedelta gazacyclon justask fascist project videon admkfail
3362,weneedtostandwithdelta savedelta gazacyclon justask fascist project videon admkfail
3363,govern review dismiss agricultur loan four district affect ghazi storm deputi chief minist panneerselvam gajacyclon pic twitter com vkg02g238u
3364,govern review quarri agricultur loan four district affect ghazi storm deputi chief minist o panniriselvam gajacyclon pic twitter com xpkut6000l6000
3365,widespread rain throughout tamilnadu; hurrican rain - affect district gajacyclon gajacycloneupd gaja tnweatherreport pic twitter com vs4wscwc55
3366,2 o team contribut first day collect gajacyclon affect district rajinikanth kasthurishankar dhanushkraja anirudhoffici thanthitv sunnewstamil
3367,ttv4tncm ttv4tncm ttvdhinakaran ttvdinakaran ammk quot;i peopl peopl quot; mother quot;w peopl peopl quot; dvt weneedtostandwithdelta gazcyclon gajacyclonehelp pic twitter com rbrgcsyujj
3368,govern review quash farm loan four district affect ghazan storm deputi chief minist o panniriselvam gajcyclon pic twitter com rdrjssbpxk
3369,dmk leader announc decemb 4th parti particip trichi stalin dmk dravida munnetra kazhagam dmk kalaignarseithig kalaignarnew gajacyclon pic twitter com abj6wibkqa
3370,chennai pallavaram next anakaputhur kanchi north district behalf dhamudika lakh relief suppli sent nagapattinam victim ghazi storm dmdk templat chennai relief gajcyclonerelief gajacyclon
3371,govern review dismiss agricultur loan four district affect ghazan storm deputi chief minist o panniriselvam gajacyclon
3372,govern review dismiss agricultur loan four district affect ghazan storm deputi chief minist o panniriselvam gajacyclon
3373,vijayanpinarayi thank peopl tamil nadu prime minist india pmoindia promot empti larri gajacyclon storm middl delta
3374,gajacyclon govern consid withdraw agricultur credit four district affect ghazi storm deputi chief minist panneerselvam op opanneerselvam
3375,gajacyclon hope feder govern provid financi conscienc jayakumar jayakumar
3376,hear ayyasami back street start fresh round protest media give import relief work done govt gajacyclon
3377,gajacyclon gajacyclonerelief 2point0 2point0fdf
3378,emot video gajacyclon gajacyclonerelief gajacycloneupd gaja rajinikanth 2point0 viswasam viswasamupd thalapathyvijay 2point0fromnov29 thalapathy63 vijay petta thala 29 e0 ae 95 e0 ae 9c e0 ae be - e0 ae e0 af 81 e0 ae af e0 ae b2 e0 ae bf e0 ae a9 e0 af 8d - e0 ae 89 e0 ae 9a e0 af 8d e0 ae 9a e0 ae ae e0 af e0 ae 89 e0 ae a3 e0 ae b5 e0 af 81 e0 ae
3379,dear kerala shall swap one year one year pls kind request tamilnadu gajacyclon gajacyclonerelief 2point0
3380,saratkumar studi gajacyclon pudukkottai sarathkumar
3381,total rs 1 000 special incent provid 7 500 oversea citizen involv construct ghazi storm gift pack item includ rice petset lunki provid aiadmknew gazcyclon tngovt tneb spickumani pic twitter com vojqx6000lnj
3382,gajadisast suriya karthifan prove worth ! soori thanjavur ! link suryafan karthi gajaattack gajadisasterrelieffund gajavictim gajacyclon gajacyclonerelief garelarel
3383,sir aldreadi great worker news even tire news box
3384,somalia countri histor tamilnadu gajacyclon effect peopl still helpless cm pm higher author highlight rule parti one care peopl poverti pic twitter com gy0x7o5nxo
3385,farmersprotest farmer tnfarmer ttv4tncm ttvhisakaran ttvdinakaran ammk tamilnadu farmer train gajacyclon gajrelief gajcycloneupd gazcycloneupd gaccyclonerelief ayyakkannu pic twitter com kx67000nwpyd
3386,farmersprotest farmer tnfarmer ttv4tncm ttvhisakaran ttvdinakaran ammk tamilnadu farmer train gajacyclon gajrelief gajcycloneupd gazcycloneupd gaccyclonerelief ayyakkannu pic twitter com zj0qm5si5o
3387,cyclon gaja tamil nadu affect peopl livelihood hous collect fund reconstruct atleast hous help donat contact support peopl mean also gajacyclonerelief gajacyclon
3388,erod gajacyclon cyclonegaja pic twitter com bkdv4t6dqo
3389,speak privat colleg institut minist said step reduc fee privat colleg storm affect area taken up gajacyclon
3390,cuddalor northern vriddasala dhammukha mamuku relief suppli food 1500 person given ghazi storm hunt surround villag
3391,provid chief general relief fund chief general relief fund novemb treasuri salari relief fund tamil nadu governor panwaril purohit banwarilalpurohit governor gajacyclon gajacyclonerelief
3392,although affect peopl suffer they are brave soul tri overcom catastroph somehow ! glad could help food suppli thank mbw employe manag team contribut toward savedelta gajacyclon relief pic twitter com p0vaaj5f1i
3393,welcom honour central defenc minist nirmalasitharaman ji come thiruthiraipoondi area ask grievanc gajacyclon affect tiruvarur district surround villag peopl gaja gajacyclonerelief gajacycloneupd nsitharaman defenceminindia pib india pic twitter com myyhy3yde
3394,step reduc educ fee storm student minist uncategor gajacyclon
3395,step reduc educ fee storm student minist uncategor gajacyclon
3396,thank storm victim captain vijayakanth grate relief suppli behalf dmd dmdk detect captainviewak captain vijayakanth gaccyclonerelief gaccyclon gaja delta
3397,gazacyclon rain peravurani
3398,medic servic continu peopl get satisfi radhakrishnan nagapattinam gajacyclon medicalservic
3399,heavi rain tamil nadu weatherupd weathercloud gaccyclon gaccyclonerelief
3400,vijaysepeupathi thank keralacm ! link vijaysethupathigajarelief gajacyclon pinarayivijayan kamalhaasan gajacyclonerelief
3401,reason palm tree fall kajah agricultur palmtre gajcyclon
3402,gajah storm rescu servic : dog attract social web site gajacyclon
3403,reason palm tree fall kajah agricultur palmtre gajcyclon
3404,disappoint tender prepar blanket sting oper ghaz storm relief tender weaver protest erod protest state tamil nadu sunnew gajacyclon weaver pic twitter com n84b6le7n2
3405,reason palm tree fall kajah agricultur palmtre gajcyclon
3406,land rice chorus cholera children melt video gajacyclon gazcyclonerelief gaja gaccyclonehelp save delta toptamilnew ttn
3407,thala ajithkumar viswasam gajacyclon gaccyclonerelief pic twitter com cgjtngtpdz
3408,reason palm tree fall kajah agricultur palmtre gajcyclon
3409,collect peopl affect cyclon gajacyclon
3410,actor vijay sethupathi thank kerala chief minist give crore relief aid ghazi storm damag ! vijaysepepati pinarayivijayan gajcyclonerelief gaja gaikacyclon cyclonegaja kerala toptamilnew vijaysethuoffl pic twitter com c0v183oeur
3411,gajacyclon data week 47 : tamil channel pic twitter com q8fobaiev5
3412,crowd stun massacr car alangudi pudukottai district gajacyclon sarathkumar
3413,gajacyclon ever cyclon affect area tamil nadu find enthusiast cadr sdpi - pfi serv everi nook corner enorm selfless servic affect peopl irrespect cast creed everi heart
3414,prashanth thiagarajan comfort gajacyclon victim
3415,help delta peopl must share friend gajacyclonerelief savedelta savevedaranyam gajacyclon bouncebackdelta pic twitter com wskedxmiev
3416,tnbjpitcel bjp4tamilnadu bjp4india bjplive friendsofbjp gajacyclonerelief gajacycloneupd gajacyclon mannkibaat bjp4tamilnadu narendramodi narendramodi in pmoindia hrajabjp drtamilisaibjp ponnaarrbjp savedelta savetamilnadu save delta savevedaranyam status 1067974243420266496
3417,medic camp ! 6 21 lakh peopl provid 9 703 specialti hospit affect area far health minist vijayabaskar said vijayabaskar gajacyclon kumudam pic twitter com y4mgmaa2xm
